Date,Open,High,Low,Close,Volume,BTC_Price_CryptoCompare,BTC_Volume_CryptoCompare,BTC_SMA_50,BTC_EMA_20,BTC_RSI,BTC_MACD,Fear_Greed_Index,BTC_Sentiment,BTC_Trends
2020-01-17,8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,36372139320,8894.83,432856377.78,,,77.72380559824397,,54.0,0.231,33
2020-01-18,8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,32337772627,8909.28,176837362.25,,,77.89039246457709,,51.0,0.2096,29
2020-01-19,8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,34217320471,8702.59,421483277.31,,,68.42388254278823,,53.0,0.1827,33
2020-01-20,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,26422375678,8634.03,189247381.47,,8247.593722908125,66.6320993992178,,48.0,0.1537,30
2020-01-21,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,24097418512,8724.84,196404470.17,,8295.050942750207,68.25753025023471,,49.0,0.1668,29
2020-01-22,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,22600204051,8667.26,149906743.85,,8331.796184065664,65.71761583088366,,52.0,0.1367,28
2020-01-23,8680.650390625,8687.7470703125,8333.6376953125,8406.515625,25770680779,8394.28,323273085.37,,8338.912321297506,56.212261809704025,,49.0,0.1514,28
2020-01-24,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,24397913026,8431.78,233502998.73,,8349.057297394173,57.15887331013087,,40.0,0.1675,26
2020-01-25,8440.119140625,8458.453125,8296.21875,8367.84765625,19647331549,8345.88,119345600.29,,8350.846855380441,54.62367309274872,,41.0,0.1972,24
2020-01-26,8364.41015625,8602.4013671875,8325.498046875,8596.830078125,22177678796,8602.37,189985702.21,,8374.273828975161,60.230046682004776,251.0624632606905,42.0,0.1904,23
2020-01-27,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,28647338393,8898.94,329416202.64,,8425.278162971576,66.3500193941654,264.0857857371793,50.0,0.1601,28
2020-01-28,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,34398744403,9391.97,471220882.55,,8514.164989712379,72.81062450283454,307.0790756426959,54.0,0.0262,32
2020-01-29,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,30682598115,9286.18,345265419.21,,8590.590217626677,71.42972271241736,333.9165671389801,57.0,0.121,33
2020-01-30,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792851,9501.38,430815723.66,,8678.05716490628,73.87586512931135,366.48299382822006,57.0,0.0614,33
2020-01-31,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,29432489719,9342.23,292627757.98,,8742.102129855683,68.66069773543504,375.1805638651931,55.0,0.0941,31
2020-02-01,9346.357421875,9439.3232421875,9313.2392578125,9392.875,25922656496,9384.45,138614091.6,,8804.080498440855,69.2846972542664,381.0973421905692,57.0,0.2617,28
2020-02-02,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,30835736946,9334.25,225322638.39,,8855.53618757744,67.62359003396784,377.520280176941,57.0,0.2706,27
