Date,Open,High,Low,Close,Volume,BTC_Price_CryptoCompare,BTC_Volume_CryptoCompare,BTC_SMA_50,BTC_EMA_20,BTC_RSI,BTC_MACD,Fear_Greed_Index,BTC_Sentiment,BTC_Trends
2021-01-03,32129.408203125,34608.55859375,32052.31640625,32782.0234375,78665235202,33063.48,3132759314.54,21266.318203125,26236.764887057558,88.31268003274072,3019.0495181985098,93.0,0.1568,56
2021-01-04,32810.94921875,33440.21875,28722.755859375,31971.9140625,81163475344,32030.55,3901979149.92,21586.6447265625,26782.969570433022,81.80490505548616,3099.4267622653097,94.0,-0.0105,48
2021-01-05,31977.041015625,34437.58984375,30221.1875,33992.4296875,67547324782,34038.29,3037657026.2,21932.17109375,27469.5848196775,84.81122645829888,3288.2600174485237,93.0,0.0799,37
2021-01-06,34013.61328125,36879.69921875,33514.03515625,36824.36328125,75289433811,36849.86,3788317475.74,22315.750234375,28360.516101732024,87.84309094381925,3624.6424839174433,95.0,0.0787,41
2021-01-07,36833.875,40180.3671875,36491.19140625,39371.04296875,84762141031,39479.41,4753170180.55,22747.0909765625,29409.13770811469,89.81247990632723,4050.037468513692,91.0,0.0414,65
2021-01-08,39381.765625,41946.73828125,36838.63671875,40797.609375,88107519480,40636.24,4705592327.36,23206.7013671875,30493.75405734186,90.7194336989422,4450.970033370999,93.0,0.0944,65
2021-01-09,40788.640625,41436.3515625,38980.875,40254.546875,61984162837,40236.66,2241901362.12,23639.366015625,31423.3533733093,87.52501824619438,4671.046458448709,93.0,0.1214,50
2021-01-10,40254.21875,41420.19140625,35984.62890625,38356.44140625,79980747690,38202.08,3983391028.78,24033.6501953125,32083.64747168461,77.28206907294567,4638.823888470284,94.0,0.0377,49
2021-01-11,38346.53125,38346.53125,30549.599609375,35566.65625,123320567399,35496.03,8100819368.26,24377.58328125,32415.36259342893,65.2038911341549,4338.167231282401,90.0,0.0494,73
2021-01-12,35516.359375,36568.52734375,32697.9765625,33922.9609375,74773277909,34058.4,3999535589.05,24688.760078125,32558.943388102365,59.32130099665154,3922.0512244396714,84.0,-0.0096,53
2021-01-13,33915.12109375,37599.9609375,32584.66796875,37316.359375,69364315979,37380.85,3198683391.78,25052.93796875,33012.03062494976,66.11753465733915,3822.037120366993,78.0,-0.0011,46
2021-01-14,37325.109375,39966.40625,36868.5625,39187.328125,63615990033,39155.58,2895085049.06,25462.042109375,33600.15419638312,69.17537887186302,3849.3735816164153,83.0,0.0601,47
2021-01-15,39156.70703125,39577.7109375,34659.58984375,36825.3671875,67760757881,36790.17,3288447634.87,25855.5369921875,33907.31733839425,61.61540148501253,3638.504995482868,88.0,0.0003,40
2021-01-16,36821.6484375,37864.3671875,35633.5546875,36178.140625,57706187875,36025.26,1995053500.31,26236.9317578125,34123.58622283289,59.69035415906743,3380.199511384129,84.0,-0.0163,33
2021-01-17,36163.6484375,36722.3515625,34069.3203125,35791.27734375,52359854336,35839.51,1806688237.48,26598.4090234375,34282.41394863452,58.51357591768084,3108.441739168491,79.0,0.0083,32
2021-01-18,35792.23828125,37299.28515625,34883.84375,36630.07421875,49511702429,36623.04,1554686784.02,26967.4608203125,34506.00064102648,60.33929871823841,2927.0148394078715,79.0,0.0812,30
2021-01-19,36642.234375,37755.890625,36069.8046875,36069.8046875,57244195486,35932.79,1787957383.29,27296.3401953125,34654.93435973824,58.487818217084914,2706.8210967674167,80.0,0.1376,29
2021-01-20,36050.11328125,36378.328125,33570.4765625,35547.75,66834573161,35501.38,2316775667.92,27631.235234375,34739.96442071555,56.74071967230574,2461.812279493359,78.0,0.0793,29
2021-01-21,35549.3984375,35552.6796875,30250.75,30825.69921875,75643067688,30840.3,4042427455.09,27863.7273828125,34367.17725862359,43.95193402998014,1865.1111520194536,75.0,0.0155,35
2021-01-22,30817.625,33811.8515625,28953.373046875,33005.76171875,77207272511,33008.02,3418228006.19,28134.9346484375,34237.518635778484,49.599862223217166,1550.263560385829,40.0,0.0281,38
2021-01-23,32985.7578125,33360.9765625,31493.16015625,32067.642578125,48354737975,32107.29,1287618530.17,28402.2921875,34030.86377314482,47.38696538111205,1211.0855607325866,74.0,-0.0145,28
2021-01-24,32064.376953125,32944.0078125,31106.685546875,32289.37890625,48643830599,32283.66,1079875602.62,28664.99515625,33865.00807153578,47.97775563398107,949.2346349204164,70.0,-0.0051,25
2021-01-25,32285.798828125,34802.7421875,32087.787109375,32366.392578125,59897054838,32275.27,1989618039.07,28925.4205859375,33722.28278644904,48.19533838981668,739.4068277251718,74.0,0.1323,25
2021-01-26,32358.61328125,32794.55078125,31030.265625,32569.849609375,60255421470,32516.52,1909630282.43,29192.9849609375,33612.52724577532,48.804533556228506,582.8157239799039,71.0,0.0504,26
2021-01-27,32564.029296875,32564.029296875,29367.138671875,30432.546875,62576762015,30423.05,3149650799.32,29435.2130078125,33309.671972368145,43.07416568243317,282.9915274318482,78.0,0.0571,28
2021-01-28,30441.041015625,33858.3125,30023.20703125,33466.09765625,76517157706,33443.87,2463162479.45,29733.456640625,33324.56965654737,51.73609618856,286.85421037929336,55.0,0.0064,27
2021-01-29,34318.671875,38406.26171875,32064.814453125,34316.38671875,117894572511,34252.08,6015929349.68,30054.48453125,33419.02842437619,53.85555380132926,354.4408620004688,77.0,0.0722,44
2021-01-30,34295.93359375,34834.70703125,32940.1875,34269.5234375,65141828798,34317.82,1574213551.44,30378.6969140625,33500.0279494356,53.71554573248336,399.6157733190412,76.0,0.0337,30
2021-01-31,34270.87890625,34288.33203125,32270.17578125,33114.359375,52754542671,33143.22,1176981986.93,30664.9109765625,33463.29760901316,50.24788937442427,338.30535670745303,78.0,0.0324,27
2021-02-01,33114.578125,34638.21484375,32384.228515625,33537.17578125,61400400660,33535.94,1623291067.04,30952.8068359375,33470.33362541667,51.48249254001552,320.14374240541656,77.0,0.127,27
2021-02-02,33533.19921875,35896.8828125,33489.21875,35510.2890625,63088585433,35524.43,1789698965.07,31278.0797265625,33664.61509561508,56.86220090206187,459.6655457453453,76.0,0.0577,25
2021-02-03,35510.8203125,37480.1875,35443.984375,37472.08984375,61166818159,37677.34,2340630205.42,31639.18,34027.2317382946,61.44026490395356,720.2360745501865,78.0,0.1514,25
2021-02-04,37475.10546875,38592.17578125,36317.5,36926.06640625,68838074392,36983.42,2767003411.51,31951.489375,34303.311230480824,59.54609797846332,872.6215300291951,80.0,0.0906,27
2021-02-05,36931.546875,38225.90625,36658.76171875,38144.30859375,58598066402,38310.24,1705038314.0,32258.2723046875,34669.12050317313,62.33605797203738,1079.2491522132696,81.0,-0.0023,26
2021-02-06,38138.38671875,40846.546875,38138.38671875,39266.01171875,71326033653,39267.01,2642530408.41,32580.8333203125,35106.9196665614,64.74687451326864,1318.3183459220163,84.0,-0.0033,29
2021-02-07,39250.19140625,39621.8359375,37446.15234375,38903.44140625,65500641143,38868.82,2076904733.5,32881.5055078125,35468.49316557936,63.33568336033224,1461.6767109824575,86.0,0.1395,26
2021-02-08,38886.828125,46203.9296875,38076.32421875,46196.46484375,101467222687,46437.41,5944522159.67,33335.88890625,36490.20475397656,75.09447672928351,2139.1168813462573,83.0,0.0298,59
2021-02-09,46184.9921875,48003.72265625,45166.9609375,46481.10546875,91809846886,46509.57,4610214635.38,33809.449375,37441.71910776451,75.42574021502944,2668.20382386665,95.0,-0.0222,69
2021-02-10,46469.76171875,47145.56640625,43881.15234375,44918.18359375,87301089896,44854.95,3326890835.4,34232.1524609375,38153.76334452503,69.9260061573042,2927.646221010924,92.0,-0.1149,45
2021-02-11,44898.7109375,48463.46875,44187.76171875,47909.33203125,81388911810,48006.18,3377367971.59,34725.5121875,39082.86512421313,73.85511629097934,3336.159698448624,93.0,0.1589,42
2021-02-12,47877.03515625,48745.734375,46424.9765625,47504.8515625,76555041196,47435.54,2831634659.58,35200.890234375,39884.95907071664,72.4761847906238,3585.9349530827385,92.0,0.1583,42
2021-02-13,47491.203125,48047.74609375,46392.28125,47105.515625,70250456155,47222.32,1571324550.44,35649.7047265625,40572.63112350554,71.06544756855394,3708.906602547271,92.0,0.0542,30
2021-02-14,47114.5078125,49487.640625,47114.5078125,48717.2890625,71248675228,48652.87,1841963034.08,36095.309765625,41348.3128319812,73.32252187129608,3891.559689278205,95.0,0.0321,38
2021-02-15,48696.53515625,48875.5703125,46347.4765625,47945.05859375,77069903166,47936.51,2502097939.18,36528.7650390625,41976.57433310204,70.48553886900305,3928.713270386165,93.0,0.1017,38
2021-02-16,47944.45703125,50341.1015625,47201.3046875,49199.87109375,77049582886,49184.63,3237085085.6,36971.0662890625,42664.50735792566,72.35716261118017,4013.1495431016665,95.0,0.101,42
2021-02-17,49207.27734375,52533.9140625,49072.37890625,52149.0078125,80820545404,52154.91,3423930178.2,37466.7976953125,43567.793115504166,76.18030624345518,4268.828189681037,95.0,0.0459,47
2021-02-18,52140.97265625,52474.10546875,51015.765625,51679.796875,52054723579,51591.61,2205232619.94,37923.5745703125,44340.36490212281,74.41684010647815,4383.068670594432,91.0,0.079,43
2021-02-19,51675.98046875,56113.65234375,50937.27734375,55888.1328125,63495496918,55933.47,3893034056.64,38461.3028125,45440.152322158734,79.09171311469416,4758.331530477073,93.0,0.0708,47
2021-02-20,55887.3359375,57505.2265625,54626.55859375,56099.51953125,68145460026,55900.84,2974872569.57,38995.81015625,46455.330151596,79.2963642839548,5014.977651476547,91.0,0.0139,57
2021-02-21,56068.56640625,58330.5703125,55672.609375,57539.9453125,51897585191,57469.95,1934005633.01,39504.0637109375,47511.007785967806,80.6838073768816,5273.808690063306,91.0,0.091,47
2021-02-22,57532.73828125,57533.390625,48967.56640625,54207.3203125,92052420332,54121.17,6995162441.1,39932.5696484375,48148.751836113726,69.13933690991541,5150.645729525138,94.0,-0.0021,54
2021-02-23,54204.9296875,54204.9296875,45290.58984375,48824.42578125,106102492824,48898.7,8016450648.12,40269.6198828125,48213.10173565052,55.36077478253338,4566.049023140251,94.0,0.0125,68
2021-02-24,48835.0859375,51290.13671875,47213.5,49705.33203125,63695521388,49738.17,3729774704.65,40583.8779296875,48355.21890666,56.87539019338956,4126.268637532259,76.0,0.0943,51
2021-02-25,49709.08203125,51948.96875,47093.8515625,47093.8515625,54506565949,47082.87,3643008748.86,40789.2676953125,48235.08868340666,51.31654122867492,3526.3651226680886,79.0,0.0645,41
2021-02-26,47180.46484375,48370.78515625,44454.84375,46339.76171875,350967941479,46324.5,4204800171.81,40928.6420703125,48054.58135343936,49.80285547982221,2956.013434054636,55.0,-0.1324,43
