Date,Open,High,Low,Close,Volume,ETH_Price_CryptoCompare,ETH_Volume_CryptoCompare,ETH_SMA_50,ETH_EMA_20,ETH_RSI,ETH_MACD,Fear_Greed_Index,ETH_Trends
2020-01-22,169.60853576660156,171.00869750976562,166.77423095703125,168.29415893554688,9209827928,167.97,301566807.31,,156.15351231623217,69.72777817236837,,52.0,2
2020-01-23,168.2957000732422,168.31224060058594,160.29531860351562,162.92855834960938,10396868698,162.51,386312306.91,,156.7987547956014,61.62784807622666,,49.0,2
2020-01-24,162.8993682861328,164.3094482421875,156.74974060058594,163.05117797851562,10657671162,162.4,377435884.53,,157.39422367016468,61.73723819607866,,40.0,2
2020-01-25,163.06729125976562,163.22723388671875,158.63247680664062,161.283935546875,8256956802,160.66,222457869.05,,157.76467242032757,59.12130429651258,,41.0,2
2020-01-26,161.17681884765625,168.22032165527344,160.2811279296875,168.0771026611328,9261861590,167.66,292233443.69,,158.7468086337376,65.22158961082081,7.54889299124639,42.0,2
2020-01-27,168.00885009765625,172.92291259765625,166.90109252929688,170.93089294433594,11004476145,169.7,416247047.32,,159.90719761569937,67.4210903023232,7.604564567487188,50.0,2
2020-01-28,170.88485717773438,176.3703155517578,170.73806762695312,176.3703155517578,11772875064,175.82,569377601.02,,161.47511360960968,71.16442318042107,7.9954342489803025,54.0,2
2020-01-29,176.34788513183594,178.8429718017578,175.0503387451172,175.0503387451172,10725267311,173.47,397823150.89,,162.7679921939437,69.08982414430156,8.105257823990996,57.0,3
2020-01-30,174.91770935058594,186.26048278808597,172.3746337890625,184.6904754638672,12604789338,184.42,565568199.28,,164.85584774346023,74.8551284574161,8.867948080278666,57.0,3
2020-01-31,184.7369079589844,185.4058380126953,176.29681396484375,180.16017150878903,11728616394,179.65,487674049.61,,166.31340238777727,68.39863077448821,9.003046420494655,55.0,2
2020-02-01,180.11376953125,183.84555053710935,179.74517822265625,183.6739501953125,11569697182,183.65,397838510.97,,167.96678789325682,70.52236343359633,9.286595312517647,57.0,2
2020-02-02,183.53250122070312,193.0803985595703,180.1739501953125,188.61753845214844,14054425389,188.37,725534844.29,,169.93352604172267,73.24649002074207,9.79727917362206,57.0,2
2020-02-03,188.6074066162109,193.4368896484375,188.0126953125,189.8650665283203,12392875241,189.68,547997589.0,,171.83176799282722,73.90193413433342,10.185255615907067,59.0,2
2020-02-04,189.8617248535156,191.1114959716797,185.40362548828125,189.25059509277344,11714191695,188.39,512203474.25,,173.4907039071078,72.953866614784,10.324136809552217,56.0,2
2020-02-05,189.29910278320312,206.8040008544922,188.752685546875,204.2302398681641,14865434435,203.86,806325046.18,,176.41827876054174,79.7679547913464,11.510250298797644,53.0,3
2020-02-06,204.12969970703125,214.59771728515625,201.9040679931641,212.33908081054688,16425589683,212.87,925819964.93,,179.83930752720892,82.35896214655189,12.9552296570142,61.0,4
2020-02-07,212.31588745117188,223.14093017578125,212.30419921875,222.7260589599609,16673443564,223.24,719675881.29,,183.92376004461389,85.00756142792359,14.768288896515912,56.0,4
2020-02-08,222.51097106933597,226.5880889892578,215.38629150390625,223.14651489257807,16741203125,223.21,714799127.35,,187.6592605063248,85.1050485315661,16.05401796030563,56.0,4
2020-02-09,222.98223876953125,229.8642425537109,222.98223876953125,228.5785675048828,15031356241,228.65,505028036.14,,191.55633736333027,86.34079265390923,17.311729908583345,56.0,4
2020-02-10,228.54913330078125,229.1846160888672,218.08004760742188,223.522705078125,16210008511,223.19,594846674.44,,194.60075333616783,79.71207474293675,17.6965154305002,57.0,3
2020-02-11,223.3849334716797,236.5471343994141,218.61761474609372,235.8511962890625,16964695963,237.74,943842318.04,,198.52936695072924,83.11605348567761,18.779785261586767,52.0,4
2020-02-12,235.89822387695312,272.3988342285156,235.89627075195312,265.4061279296875,24545049386,265.94,1638802974.73,,204.89858228205856,88.21912343543816,21.77214465885163,61.0,6
2020-02-13,265.0527038574219,273.7410583496094,258.9225158691406,268.0992431640625,25801317504,268.52,1410279798.58,,210.91769284224944,88.55847596572795,24.08330557672889,65.0,5
2020-02-14,268.0232849121094,285.0564270019531,262.76251220703125,284.2174987792969,23558253463,285.64,1218082692.61,,217.89862674101585,90.35009027437374,26.905377335520622,63.0,5
2020-02-15,284.5613098144531,287.1236877441406,264.2796630859375,264.72857666015625,23682452994,264.67,1228225789.25,,222.35862197141017,75.04789835965909,27.25511638107534,64.0,5
2020-02-16,264.904052734375,272.8824462890625,242.48440551757807,259.89471435546875,25152366643,259.95,1235093246.39,,225.93348791274903,71.79972662610521,26.83292158754827,59.0,4
2020-02-17,259.8905639648437,266.8712463378906,244.3353271484375,266.3634338378906,26024080089,267.5,1379015768.38,,229.78395895323877,73.45543837998476,26.712377117285257,49.0,4
2020-02-18,266.5088195800781,283.1961364746094,261.4638977050781,281.944580078125,26511477187,283.08,1452489694.04,,234.75163715560888,76.96382573852024,27.556459330775567,53.0,4
2020-02-19,282.0362854003906,283.5379333496094,259.76397705078125,259.76397705078125,22679414413,258.79,807153589.68,186.36747817993165,237.1337647646729,63.996589098673965,26.134350745650465,50.0,4
2020-02-20,259.8198547363281,263.6954040527344,250.9512634277344,257.949462890625,23229828870,257.71,966650959.83,188.91042739868163,239.11621220523975,63.06055796592606,24.5775881804756,44.0,3
2020-02-21,257.89111328125,267.0048522949219,255.6890869140625,265.6006164550781,20867593292,265.62,912166977.09,191.67423614501956,241.63853641951007,65.36119252150584,23.688164367540253,44.0,3
2020-02-22,265.55157470703125,266.38720703125,258.91314697265625,262.33172607421875,16906032862,262.1,456762597.05,194.2374365234375,243.6093163866252,63.54037997652149,22.460605573547586,43.0,3
2020-02-23,262.2784118652344,273.754150390625,261.96051025390625,273.754150390625,19585998814,275.58,721610483.07,197.01113220214845,246.48025295843468,66.99980837821207,22.15407221234298,46.0,3
2020-02-24,273.705078125,275.5395202636719,259.6251525878906,265.2164306640625,22400845640,265.86,472525409.3,199.5899252319336,248.26465083516112,62.245692131042986,20.98037102851282,46.0,3
2020-02-25,265.28338623046875,265.4314880371094,246.85899353027344,247.81759643554688,21878882134,246.79,793992744.73,201.66019409179688,248.22207422567405,53.85855283559236,18.43377083459319,44.0,3
2020-02-26,247.74020385742188,249.6497039794922,221.2665557861328,225.6802673339844,26235617201,223.97,1141439327.42,203.30291961669923,246.0752354740845,45.464581074175854,14.462559006929324,41.0,3
2020-02-27,225.68704223632807,237.2289276123047,212.66452026367188,226.75338745117188,25645522790,227.59,1074277672.87,205.01282470703129,244.2350594719024,45.90471016462048,11.27200024523694,39.0,3
2020-02-28,226.98760986328125,234.2089385986328,216.34620666503903,226.760498046875,22563530559,227.75,956885208.27,206.7684506225586,242.57081552666165,45.90782530911235,8.64438610345158,40.0,3
2020-02-29,226.8334503173828,232.25662231445312,219.8485107421875,219.8485107421875,18181296376,217.91,1147393678.32,208.28614532470704,240.40678649956888,43.297678222879895,5.9358189298446575,38.0,2
2020-03-01,219.752685546875,226.67788696289065,214.13043212890625,218.97059631347656,18179807469,218.27,889328823.45,209.8070150756836,238.3652445770839,42.96355061258905,3.676044421396824,39.0,2
2020-03-02,218.7116241455078,232.81158447265625,217.28428649902344,230.5697784423828,20305587789,232.09,960775712.96,211.50093200683597,237.6228192309219,48.60661310281045,2.7889644558715645,38.0,3
2020-03-03,230.5239715576172,232.3258056640625,221.732666015625,224.4796295166016,19853178572,223.96,1030922185.77,213.1059927368164,236.37108687717708,46.031463924610016,1.5763518682225597,38.0,2
2020-03-04,224.5653381347656,228.04042053222656,222.08888244628903,224.5179748535156,16567075208,224.87,782099795.13,214.27724517822264,235.24221906539975,46.050844247726815,0.6113940344824584,40.0,2
2020-03-05,224.6418914794922,234.3644561767578,224.6418914794922,229.2681884765625,18201291785,228.78,798259018.15,215.53799530029295,234.6732637712248,48.51726546986396,0.227339906359532,41.0,2
2020-03-06,229.16842651367188,243.5549774169922,228.7435760498047,243.5252990722656,19374772256,245.68,948818789.11,217.12068115234376,235.5163147522763,55.14541768938255,1.0611713930274504,39.0,3
2020-03-07,243.7501983642578,249.97848510742188,237.55128479003903,237.85308837890625,19431652027,237.64,930388899.37,218.4621438598633,235.73886462147917,52.26253570951247,1.2498810051286,38.0,2
2020-03-08,237.7806854248047,237.7806854248047,200.6029815673828,200.6890563964844,21381823651,199.75,883552623.46,218.9686114501953,232.4007876476701,38.17934499478639,-1.5811653658130354,33.0,3
2020-03-09,201.3184967041016,207.45140075683597,192.2698974609375,201.986328125,23645428606,203.06,902545227.85,219.66894104003907,229.50417245503485,38.79929945447196,-3.6777165970017904,17.0,3
2020-03-10,202.86395263671875,205.71424865722656,198.0644989013672,200.76724243164065,18344930072,200.6,900211302.18,220.3418756103516,226.7673219766164,38.40948971301185,-5.3756514163834765,16.0,3
2020-03-11,200.76803588867188,202.9542999267578,184.36215209960935,194.8685302734375,16984790291,194.82,862475052.76,220.8453030395508,223.72934181440883,36.49869599269658,-7.115233781323951,17.0,2
2020-03-12,194.73892211914065,195.1479339599609,111.21070861816406,112.3471221923828,22134741655,110.23,866028497.69,219.7263623046875,213.1215113742159,20.8624049000841,-14.97997350070534,14.0,4
2020-03-13,112.68999481201172,137.42953491210938,95.1843032836914,133.20181274414062,27864623061,135.18,1484342374.16,219.1318273925781,205.51011150468491,29.12593382706216,-19.307472627137912,10.0,5
2020-03-14,133.5824737548828,134.484375,122.41447448730467,123.30602264404295,12740784545,122.7,378141871.11,218.33692428588867,197.68115066081427,27.65050850081909,-23.267342974896167,8.0,3
2020-03-15,123.24606323242188,132.2421417236328,121.85365295410156,125.21430206298828,12719251813,123.64,452622446.96,217.61553161621092,190.7795460324499,28.403697802892225,-25.952423174336246,12.0,3
2020-03-16,124.9961166381836,124.9961166381836,105.17144012451172,110.60587310791016,15984904590,111.34,662853450.74,216.46610702514647,183.14395813487468,26.15862798596828,-28.925709136988274,9.0,4
2020-03-17,110.4067840576172,118.98828125,110.4067840576172,113.9427490234375,12087490572,116.2,515981234.12,215.3263441467285,176.5533667909283,27.566984992489083,-30.65937944338881,8.0,3
2020-03-18,113.8576431274414,116.02162170410156,111.74311065673828,114.84226989746094,11617854009,118.6,418382877.77,214.09578323364255,170.6761194677409,27.965832985993515,-31.596516856533924,11.0,3
2020-03-19,114.83982849121094,140.52772521972656,114.7328643798828,136.59385681152344,16396753275,136.81,537587654.84,213.3266535949707,167.4301896909583,36.99977563414486,-30.23549773287303,12.0,3
2020-03-20,136.64927673339844,150.8538055419922,122.60565948486328,132.73716735839844,18960388062,133.31,553741275.76,212.28758743286133,164.12609232595258,36.13447125525784,-29.1322642706202,9.0,3
2020-03-21,133.1017608642578,135.972412109375,127.16375732421876,132.81871032714844,13684083308,132.83,359011975.68,211.3407582092285,161.14443689749507,36.16846207600225,-27.929411101597395,9.0,3
2020-03-22,132.85113525390625,136.15164184570312,122.90933227539062,123.32115173339844,12497707224,122.51,309805765.33,210.13370223999024,157.5422192628192,33.90502046304101,-27.42636088717387,11.0,3
2020-03-23,123.36598205566406,134.91160583496094,121.86788177490234,134.91160583496094,14149877968,136.64,234709856.11,209.05958358764647,155.38692274588033,38.92792669502103,-25.79508747589489,10.0,3
2020-03-24,135.1941375732422,141.9485321044922,133.1687774658203,138.76144409179688,14609068673,139.0,235170035.84,208.037511138916,153.8035438264438,40.54417370064148,-23.915953546559564,12.0,3
2020-03-25,138.9149627685547,141.40379333496094,134.30422973632812,136.19589233398438,13433092920,136.23,175760951.78,206.97641708374024,152.12662463668576,39.78848068987353,-22.375810539338147,13.0,2
2020-03-26,136.190673828125,138.83056640625,134.8860321044922,138.36155700683594,11367261176,138.81,162254253.25,205.65904342651368,150.8156658147953,40.791697218503096,-20.741391223147048,14.0,2
2020-03-27,138.36993408203125,139.90269470214844,133.9379425048828,133.9379425048828,11396286629,131.68,154633712.05,204.0910206604004,149.2082635948036,39.34949871237633,-19.577375067048905,12.0,2
2020-03-28,134.03274536132812,134.03274536132812,126.96218872070312,130.9864959716797,12162403960,131.24,163822790.2,202.2562294006348,147.4728571545061,38.37464386730532,-18.677735636093075,8.0,2
2020-03-29,131.0153350830078,131.17408752441406,125.4500503540039,125.58373260498048,9938133669,124.53,112330013.27,200.3049737548828,145.38817862597983,36.58773664377978,-18.19102791019665,12.0,2
2020-03-30,125.57789611816406,133.91146850585938,125.28968048095705,132.904541015625,11841123306,132.29,154854263.42,198.3914932250977,144.19926075832697,40.6224066144196,-17.01840291942642,10.0,2
2020-03-31,132.8209228515625,134.27413940429688,131.65289306640625,133.59356689453125,11065246317,133.1,117010142.69,196.5929104614258,143.1891946760607,41.00288214646316,-15.850772695070589,12.0,2
2020-04-01,133.61231994628906,135.63455200195312,129.73094177246094,135.63455200195312,12456564435,136.07,196140910.28,194.5885775756836,142.46970489757427,42.18466097060439,-14.5925134771619,12.0,2
2020-04-02,135.732177734375,146.78709411621094,135.732177734375,142.02914428710938,15322861686,141.46,257461293.94,192.12103790283203,142.42774674419667,45.8448449709422,-12.930291474831677,14.0,2
2020-04-03,142.11045837402344,146.89987182617188,139.619384765625,142.09130859375,13184603402,141.48,200026090.18,189.6008792114258,142.3957050155827,45.88071442894782,-11.475668064216052,14.0,2
2020-04-04,142.21517944335938,145.37730407714844,140.121826171875,145.21939086914062,11946658257,144.53,151966376.58,186.82091705322264,142.66462747782631,47.75589902991298,-9.955695375079015,12.0,2
2020-04-05,145.26101684570312,146.12852478027344,142.10208129882812,143.54664611816406,11280993591,142.82,107344500.8,184.3972784423828,142.74862925309657,46.82162421918501,-8.784816691359197,12.0,2
2020-04-06,143.60821533203125,169.27264404296875,143.5446014404297,169.13587951660156,21636382525,171.78,445136319.82,182.58210174560543,145.26170070676372,59.7834168094387,-5.7260433581836025,12.0,3
2020-04-07,169.14744567871094,175.20413208007812,164.2033233642578,165.10194396972656,21659346091,164.7,441638538.53,180.5568719482422,147.15124768418875,57.407900448824,-3.5861098973758487,20.0,3
2020-04-08,165.24032592773438,173.21026611328125,164.49319458007812,172.64173889160156,17063110836,173.21,288902140.84,178.37081512451172,149.57891351346618,60.56221547569837,-1.26719138135266,21.0,3
2020-04-09,172.76126098632812,172.8977813720703,167.98712158203125,170.80714416503906,14901696210,169.89,213503155.75,176.59167846679688,151.6006497659969,59.40930449683956,0.4177166103511354,22.0,3
2020-04-10,170.8292694091797,170.94976806640625,154.9144744873047,158.41244506835938,17980944616,158.16,332080651.73,174.60093811035156,152.2493921757457,52.181723453141686,0.7442899908927814,15.0,3
2020-04-11,158.5389862060547,161.16757202148438,155.29833984375,158.2160186767578,13555089447,158.55,204612645.49,172.45324615478515,152.81764231869926,52.07360379335424,0.976001047076636,15.0,2
2020-04-12,158.23239135742188,164.51695251464844,156.3205108642578,161.14242553710938,15123721386,158.81,190086914.77,170.42946014404296,153.6104788156907,53.61558089571071,1.3798640908148343,10.0,3
2020-04-13,160.72067260742188,160.74969482421875,151.61448669433594,156.27955627441406,16465282133,156.81,236456264.65,168.07996826171876,153.86467666890243,50.6966425588104,1.292634863775703,11.0,3
2020-04-14,156.35595703125,160.94427490234375,155.86593627929688,157.5963897705078,14723156630,158.64,178860313.52,165.92756744384766,154.22007791667437,51.46717762452431,1.3146085418376856,15.0,2
2020-04-15,157.56564331054688,160.71112060546875,152.80284118652344,153.28689575195312,14171753737,152.94,197615790.67,164.03695343017577,154.13120342479615,48.78034342941011,0.9730657919236309,18.0,2
2020-04-16,153.20042419433594,173.1572723388672,150.3594207763672,172.15737915039062,22910469236,172.6,500930041.32,162.9664956665039,155.84798206532895,58.8986536189108,2.199723956488299,13.0,3
2020-04-17,172.2794189453125,174.27590942382812,169.75157165527344,171.63858032226562,16714684266,170.79,266277387.19,161.86419952392578,157.35184856598957,58.55616621295609,3.094327182248492,15.0,3
2020-04-18,171.61807250976562,187.9404754638672,171.61807250976562,186.91400146484372,20160323443,187.85,413517308.96,161.06726959228516,160.16729169921376,65.00804670557784,4.978516271556856,18.0,3
2020-04-19,186.8619842529297,188.0989227294922,180.12081909179688,181.61495971679688,19146038381,180.32,347883867.33,160.30259857177734,162.2099267485074,61.43505914851397,5.975281985312591,16.0,4
2020-04-20,181.480224609375,186.0835418701172,170.32127380371094,172.2971649169922,21266681335,170.65,403179001.07,159.36912994384767,163.1706160978869,55.64369549245552,5.944829532170274,15.0,3
2020-04-21,172.01771545410156,175.178466796875,170.55284118652344,172.73770141601562,16458767984,171.03,261076182.64,158.21248840332032,164.0817670805658,55.85557738039415,5.8883659402324895,17.0,3
2020-04-22,172.67039489746094,183.75100708007807,171.82659912109375,182.59957885742188,17994666395,183.02,286183673.61,157.3748873901367,165.84536820217116,60.41426260454495,6.563726671900753,19.0,3
2020-04-23,182.62017822265625,189.0888671875,180.3406524658203,185.02867126464844,21275740032,185.73,372633155.6,156.58510131835936,167.6723494462166,61.469706613884846,7.211828899603091,19.0,3
2020-04-24,185.22210693359372,190.21038818359372,185.22210693359372,189.2369384765625,16788555028,187.66,240182435.87,155.78447631835937,169.72611983005905,63.29553243129344,7.973117443629633,20.0,3
2020-04-25,189.2073974609375,196.79237365722656,188.45953369140625,195.5153045654297,18260969748,194.41,303289064.0,154.82427642822265,172.1822326619991,65.89232441603086,8.979545165342046,24.0,4
2020-04-26,195.41358947753903,199.344970703125,194.76806640625,197.31753540039065,18335367012,197.62,250644973.85,154.01356536865234,174.5760710180364,66.62232429445905,9.809493616021427,21.0,4
2020-04-27,197.4757232666016,199.55279541015625,193.45416259765625,197.22471618652344,18670194595,196.71,258049806.65,153.94427856445313,176.73308484360658,66.5433315218184,10.340544645891669,28.0,4
2020-04-28,197.2735137939453,198.7865447998047,194.84942626953125,198.41539001464844,18217507467,196.88,206733185.38,153.8728598022461,178.7980662884677,67.08251164479279,10.733751830559044,26.0,3
2020-04-29,198.46519470214844,218.4546356201172,198.12451171875,216.96823120117188,26397548759,215.58,481510851.06,154.1968795776367,182.43332008967764,74.08947309208908,12.399496906581676,26.0,4
2020-04-30,216.9091339111328,227.5296936035156,206.4369201660156,207.60205078125,28089191904,206.44,470224989.05,154.45154998779296,184.8303420603036,66.40457972994899,12.81610333541954,44.0,5
2020-05-01,207.9017333984375,217.6280212402344,207.7808837890625,214.21910095214844,20816320834,212.16,341543226.1,156.48898956298828,187.6292714785745,68.86189096307116,13.524307778080184,40.0,4
2020-05-02,214.23008728027344,215.8475341796875,212.8786773681641,215.32537841796875,18260876092,214.11,179197523.23,158.13146087646484,190.266995948993,69.26662954021258,14.01329569734608,40.0,4
2020-05-03,215.35206604003903,219.2708740234375,208.6923675537109,210.9331512451172,20469034664,210.12,270043070.91,159.88400344848634,192.23520121529052,65.61974260033884,13.88633311663068,45.0,4
2020-05-04,210.89085388183597,211.8283843994141,199.0477294921875,208.17401123046875,22602446422,206.76,318236765.14,161.54319763183594,193.753183121498,63.36287166227397,13.40850986143576,44.0,4
2020-05-05,208.01300048828125,211.77862548828125,204.0311279296875,206.7743988037109,19004689099,205.43,201692537.2,163.46656814575195,194.9932989007564,62.19433652909736,12.769693386867232,40.0,3
2020-05-06,206.4813537597656,211.5346221923828,204.04087829589844,204.0557861328125,20343543799,199.08,341816428.45,165.26882888793946,195.85639292285697,59.8841705103049,11.906803190744768,42.0,3
2020-05-07,203.9128570556641,214.39247131347656,202.0748443603516,212.28941345214844,23594744655,212.3,588968967.49,167.2177717590332,197.4214424970752,64.21901209924582,11.751873128764032,49.0,4
2020-05-08,212.1982421875,216.3276824951172,208.8307342529297,212.9915771484375,20445139356,211.46,404185499.74,168.7457261657715,198.90431246387163,64.57061537548569,11.552577755363243,55.0,4
2020-05-09,213.1421661376953,214.73912048339844,209.07151794433597,211.60012817382807,18950547549,210.19,380138715.1,170.32298538208008,200.1134377695818,63.244333594661725,11.15378257019023,56.0,4
2020-05-10,211.5522003173828,211.5522003173828,182.71116638183597,188.5995635986328,25211575193,187.72,499697462.27,171.43860244750977,199.0168783247295,46.31104374915207,8.87942469466654,48.0,4
2020-05-11,188.63218688964844,191.36233520507807,180.7183380126953,185.912841796875,20054601647,185.77,409270199.69,172.6904362487793,197.76887484588624,44.80205318147554,6.782004965330657,40.0,4
2020-05-12,185.87733459472656,191.60134887695312,185.7017974853516,189.3125,15899726284,190.1,253560918.33,173.77845413208007,196.96350581294467,47.14873693416305,5.332637399116436,39.0,4
2020-05-13,189.3740997314453,200.19732666015625,189.1277008056641,199.1932830810547,17054662289,199.86,248583222.72,174.98709091186524,197.1758655527647,53.35559725206642,4.924532829213774,41.0,3
2020-05-14,198.8915100097656,204.1175994873047,196.8688201904297,202.9490966796875,20150524861,203.31,397775930.68,176.3221549987793,197.7256970886621,55.49514197730437,4.848281811326672,40.0,4
2020-05-15,202.9553985595703,203.5663909912109,193.75567626953125,195.62266540527344,16602342092,194.71,303712134.51,177.46737716674804,197.5254083569108,50.61764609666709,4.148845250506554,44.0,3
2020-05-16,195.61338806152344,202.7711944580078,194.5015869140625,200.6771240234375,15379081645,200.6,245295750.07,178.80216079711914,197.8255717537229,53.64462171298445,3.9567780313641943,41.0,3
2020-05-17,200.6088714599609,209.1609344482422,200.1027984619141,207.15869140625,15470397303,206.76,214183380.54,180.32560470581052,198.7144402920588,57.26236463731548,4.278254639139533,40.0,4
2020-05-18,207.1797790527344,215.9084625244141,207.10906982421875,214.52505493164065,17411566928,214.68,303053831.14,182.10443115234372,200.22021311487612,60.98873014106994,5.068998876440389,50.0,4
2020-05-19,214.6049346923828,214.6049346923828,210.1430511474609,213.45111083984372,14346192779,214.68,214104443.63,183.71536254882807,201.4802986124921,60.16509891079087,5.545090714564793,50.0,3
2020-05-20,213.4462432861328,214.71682739257807,207.97581481933597,210.09674072265625,12730175511,209.87,187926919.47,185.24542602539063,202.30091214679345,57.55083841416851,5.587320142897283,52.0,3
2020-05-21,210.129150390625,211.62518310546875,193.346435546875,199.88360595703125,13308321229,198.56,115900478.36,186.53040710449216,202.07069250967325,50.37385158489376,4.742009712077788,49.0,3
2020-05-22,199.8371124267578,208.59153747558597,198.04086303710935,207.169189453125,12041592114,207.35,203883969.7,187.8332080078125,202.55626364714485,54.71253960003457,4.606875611128885,42.0,3
2020-05-23,207.19448852539065,210.38645935058597,205.29421997070312,208.69439697265625,10665476768,206.78,158295000.8,189.1652697753906,203.14084777338405,55.58792282371599,4.570170284466229,40.0,3
2020-05-24,208.716064453125,210.59507751464844,202.37034606933597,202.37034606933597,11833299572,199.91,193178180.87,190.30828887939447,203.0674666587128,51.17122985738646,3.9848481441156025,43.0,3
2020-05-25,201.98265075683597,206.3614501953125,200.6675567626953,205.3197479248047,10415044124,204.2,201016206.46,191.5437509155273,203.28196963643583,53.04502310844447,3.716130966851353,41.0,3
2020-05-26,205.2595672607422,205.75254821777344,200.2642822265625,201.90231323242188,10159741290,201.04,187471648.97,192.19907958984376,203.1505737884345,50.62104896402198,3.19063262211688,39.0,3
2020-05-27,201.89300537109372,208.86343383789065,201.7850646972656,208.86343383789065,10631034756,208.3,166790102.34,193.07430938720705,203.6946556979065,55.11989209623868,3.2978599772812345,39.0,3
2020-05-28,208.88543701171875,220.2765045166016,206.2426605224609,219.8404235839844,12212469604,220.33,221217298.51,194.01828308105468,205.23234787753304,61.133357294890544,4.219944865177808,41.0,3
2020-05-29,219.925048828125,224.2168731689453,218.2380523681641,220.6751251220703,12265816557,220.63,229023699.89,195.0156427001953,206.70308856748895,61.55519097907891,4.960871383061715,48.0,3
2020-05-30,220.7172088623047,243.94314575195312,218.7444610595703,242.34559631347656,15027397867,243.66,401336258.16,196.69430572509765,210.0976131147259,70.50532703380296,7.213533776922702,48.0,5
2020-05-31,242.35137939453125,244.04525756835935,230.0528259277344,230.9757080078125,12234904813,231.54,281521659.77,198.14949951171877,212.0860031045437,62.30906739058704,7.989235060812945,51.0,5
2020-06-01,230.8602600097656,248.2362823486328,230.4880523681641,246.99176025390625,13951727936,248.44,366906124.23,199.86648620605467,215.41036092829248,67.9594482750529,9.78356661556279,50.0,4
2020-06-02,246.82818603515625,252.2220001220703,233.2252960205078,237.21905517578125,13782107567,237.81,360122023.75,201.48527618408204,217.4873794280533,61.86505797666345,10.29829929050996,56.0,5
2020-06-03,237.3952178955078,244.1793212890625,235.4644470214844,244.1793212890625,9861760817,244.65,157079114.17,203.2169348144531,220.0294691291018,64.31925840091256,11.139455243844168,48.0,4
2020-06-04,244.10528564453125,245.9289703369141,236.7653045654297,244.4263916015625,10170414304,243.35,90413005.89,205.0397247314453,222.35298555505045,64.40682391123883,11.691244517181872,54.0,4
2020-06-05,244.3495941162109,247.3294982910156,240.6820526123047,241.22198486328125,9293963914,240.08,74553973.27,206.42101684570312,224.15003310821527,62.27227696107902,11.734702304723925,53.0,3
